Name,Place,Floor,Image URL,Website
JD sports ,MKG-3,Lantai 1,http://images.malkelapagading.com/tenant/JD-sportslogo-15.jpg,https://www.malkelapagading.com/directory/jd-sport-summarecon-mall-kelapa-gading
JM Top Optical ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/JM-Top-Opticallogo.jpg,https://www.malkelapagading.com/directory/jm-top-optical
Johnny Andrean Salon ,MKG-3,Lantai 1,http://images.malkelapagading.com/tenant/Jhonny-Andrean-Salonlogo.jpg,https://www.malkelapagading.com/directory/johnny-andrean-salon
JOOMBA ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/JOOMBAlogo-67.jpg,https://www.malkelapagading.com/directory/joomba
JPP Skin Laser & Clinic ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/JPP-Skin-Laser-Cliniclogo.jpg,https://www.malkelapagading.com/directory/jpp-skin-laser-and-clinic
Just Yoga ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/Just-Yogalogo.jpg,https://www.malkelapagading.com/directory/just-yoga
Justice ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Justicelogo.jpg,https://www.malkelapagading.com/directory/justice
Jutanhak Beauty Center ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/Jutanhak-Beauty-Centerlogo.jpg,https://www.malkelapagading.com/directory/jutanhak-beauty-center
Kaizen ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/Kaizenlogo2.jpg,https://www.malkelapagading.com/directory/kaizen
KALCare ,MKG-1,Lantai 2,http://images.malkelapagading.com/tenant/KALCarelogo-61.jpg,https://www.malkelapagading.com/directory/kalcare
KEMAYU ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/KEMAYUlogo-7.jpg,https://www.malkelapagading.com/directory/kemayu
Kettler Sport ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/Kettler-Sportlogo.jpg,https://www.malkelapagading.com/directory/kettler-sport
Ketupat Rusmini ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Lontong-cap-Gomeh-Rusminilogo1.jpg,https://www.malkelapagading.com/directory/lontong-cap-gomeh-rusmini
KFC ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/KFClogo-34.jpg,https://www.malkelapagading.com/directory/kfc
Kidz Station ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Kidz-Stationlogo-53.jpg,https://www.malkelapagading.com/directory/kidz-station
Kiehl`s ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/Kiehlslogo.jpg,https://www.malkelapagading.com/directory/kiehls
Kimukatsu ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Kimukatsulogo-87.jpg,https://www.malkelapagading.com/directory/kimukatsu
Kintan Buffet ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Kintan-Buffetlogo.jpg,https://www.malkelapagading.com/directory/kintan-buffet
Kitchenette ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Kitchenettelogo.jpg,https://www.malkelapagading.com/directory/kitchenette
Kkuldak ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Kkuldaklogo.jpg,https://www.malkelapagading.com/directory/kkuldak
Koi Teppanyaki ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Koi-Teppanyakilogo.jpg,https://www.malkelapagading.com/directory/koi-teppanyaki
KOKUMI ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/KOKUMIlogo.jpg,https://www.malkelapagading.com/directory/kokumi
Kopi dibawahtangga ,MKG-3,Basement,http://images.malkelapagading.com/tenant/Kopi-dibawahtanggalogo-25.jpg,https://www.malkelapagading.com/directory/kopi-dibawahtangga
Kopi Janji Jiwa ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Janji-Jiwa-Xlogo-7.jpg,https://www.malkelapagading.com/directory/kopi-janji-jiwa
Kopi Kenangan ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/Kopi-Kenanganlogo.jpg,https://www.malkelapagading.com/directory/kopi-kenangan
Kopi Luwak ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/Kopi-Luwaklogo.jpg,https://www.malkelapagading.com/directory/kopi-luwak
Krispy Kreme Doughnut ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Krispy-Kreme-Doughnutlogo.jpg,https://www.malkelapagading.com/directory/krispy-kreme
Kwetiau Sapi Kelapa Gading ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Kwetiau-Sapi-Kelapa-Gadinglogo3.jpg,https://www.malkelapagading.com/directory/kwetiau-sapi-kelapa-gading
KyoChon Chicken ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/KyoChon-Chickenlogo-8.jpg,https://www.malkelapagading.com/directory/kyo-chon
LAKON ,MKG-3,Lantai 1,http://images.malkelapagading.com/tenant/LAKONlogo-67.jpg,https://www.malkelapagading.com/directory/lakon
Land of Zoomoov ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Land-of-Zoomoovlogo-16.jpg,https://www.malkelapagading.com/directory/land-of-zoomoov
Lavalen ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Lavalenlogo-5.jpg,https://www.malkelapagading.com/directory/lavalen-hair-care
Levi's ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Levislogo.jpg,https://www.malkelapagading.com/directory/levis
Lewis Emma ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Lewis-Emmalogo-15.jpg,https://www.malkelapagading.com/directory/lewis-emma
Liang Sandwich ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Liang-Sandwichlogo.jpg,https://www.malkelapagading.com/directory/liang-sandwich
Loccitane ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Loccitanelogo.jpg,https://www.malkelapagading.com/directory/loccitane
Lumi Japan Beauty ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/Lumi-Japan-Beautylogo.jpg,https://www.malkelapagading.com/directory/lumi-japan-beauty
Lunas Doughnut ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Luna-Doughnutlogo-63.jpg,https://www.malkelapagading.com/directory/lunas-doughnut
Luxcell Clinic ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/Luxcelllogo-44.jpg,https://www.malkelapagading.com/directory/luxcell
Mama Roz ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/Mama-Rozlogo.jpg,https://www.malkelapagading.com/directory/mama-roz
Mandiri ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Bank-Mandirilogo.jpg,https://www.malkelapagading.com/directory/bank-mandiri
manZONE ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/manZONElogo-12.jpg,https://www.malkelapagading.com/directory/manzone
Marketing Gallery The Kensington Royal Suites ,,,http://images.malkelapagading.com/tenant/Marketing-Gallery-The-Kensington-Royal2.jpg,https://www.malkelapagading.com/directory/marketing-gallery-the-kensington-royal
Marks & Spencer ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Marks-Spencerlogo-82.jpg,https://www.malkelapagading.com/directory/mark-and-spencer
Martha Tilaar Shop ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/Martha-Tilaar-Shoplogo.jpg,https://www.malkelapagading.com/directory/martha-tilaar
Master Squid ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/Master-Squidlogo1.jpg,https://www.malkelapagading.com/directory/master-squid
May May Salon ,MKG-3,Lantai 1,http://images.malkelapagading.com/tenant/May-May-Salonlogo.jpg,https://www.malkelapagading.com/directory/may-may-salon
McDonald's Dessert ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/McDonalds-Dessertlogo.jpg,https://www.malkelapagading.com/directory/mcdonalds-dessert
Meiso Reflexology ,MKG-5,Lantai Dasar,http://images.malkelapagading.com/tenant/Meiso-Reflexologylogo1.jpg,https://www.malkelapagading.com/directory/meiso-reflexology
Melissa Clube ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Melissa-Clubelogo-76.jpg,https://www.malkelapagading.com/directory/melissa-clube
Mi Official Store ,MKG-1,Lantai 1,http://images.malkelapagading.com/tenant/Mi-Official-Storelogo.jpg,https://www.malkelapagading.com/directory/mi-official-store
Mie Hopeng ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Mie-Hopenglogo4.jpg,https://www.malkelapagading.com/directory/mie-hopeng
Mini Melissa  ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Mini-Melissa-logo-52.jpg,https://www.malkelapagading.com/directory/melissa-shoes
MINISO ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/MINISOlogo.jpg,https://www.malkelapagading.com/directory/miniso
Minoshe ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Minoshelogo.jpg,https://www.malkelapagading.com/directory/minoshe
Miss Mondial ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Miss-Mondiallogo.jpg,https://www.malkelapagading.com/directory/miss-mondial
Mister Donut ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/Mister-Donutlogo-19.jpg,https://www.malkelapagading.com/directory/mister-donut
MKG X Danjyo Hiyoji ,,,http://images.malkelapagading.com/tenant/MKG-X-Danjyo-Hiyojilogo-96.jpg,https://www.malkelapagading.com/directory/mkg-x-danjyo-hiyoji
Mochi Mochio ,MKG-1,Lantai 1,http://images.malkelapagading.com/tenant/Mochi-Mochiologo-24.jpg,https://www.malkelapagading.com/directory/mochi-mochi
MOMO Paradise ,MKG-5,Lantai Dasar,http://images.malkelapagading.com/tenant/MOMO-Paradiselogo.jpg,https://www.malkelapagading.com/directory/momo-paradise
MOMOIRO ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/MOMOIROlogo1.jpg,https://www.malkelapagading.com/directory/momoiro
MOOIMOM ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/MOOIMOMlogo.jpg,https://www.malkelapagading.com/directory/mooimom
MORO Bake Shop & Coffee ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/MORO-Bake-Shoplogo-67.jpg,https://www.malkelapagading.com/directory/moro-bake-shop
Moro Bakeshop & Coffee ,,,http://images.malkelapagading.com/tenant/Planet-Popcornlogo.jpg,https://www.malkelapagading.com/directory/moro-bakeshop-and-coffee
Mothercare ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Mothercarelogo.jpg,https://www.malkelapagading.com/directory/mothercare
My Feet ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/My-Feetlogo2.jpg,https://www.malkelapagading.com/directory/my-feet
My Nail ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/My-Naillogo2.jpg,https://www.malkelapagading.com/directory/my-nail
Myer Jewellery ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Myer-Jewellerylogo.jpg,https://www.malkelapagading.com/directory/myer-jewellery
Nasi Pedas Kampung Bali ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Nasi-Bakar-Pusatlogo.jpg,https://www.malkelapagading.com/directory/nasi-pedas-kampung-bali
Natural Farm ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Natural-Farmlogo-5.jpg,https://www.malkelapagading.com/directory/natural-farm
Nature Republic ,MKG-1,Lantai 1,http://images.malkelapagading.com/tenant/Nature-Republiclogo.jpg,https://www.malkelapagading.com/directory/nature-republic
New Balance ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/New-Balancelogo-50.jpg,https://www.malkelapagading.com/directory/new-balance
New Eropa Watch ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/New-Eropa-Watchlogo1.jpg,https://www.malkelapagading.com/directory/new-eropa-watch
New Metro Jewellery ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/New-Metro-Jewellerylogo.jpg,https://www.malkelapagading.com/directory/new-metro-jewellery
New Paris ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/New-Parislogo.jpg,https://www.malkelapagading.com/directory/paris-jewellery
New Utama ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/New-Utamalogo1.jpg,https://www.malkelapagading.com/directory/new-utama
NIKE ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/NIKElogo.jpg,https://www.malkelapagading.com/directory/nike
O.W.L ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/O-W-Llogo.jpg,https://www.malkelapagading.com/directory/owl
Obermain ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Obermainlogo-90.jpg,https://www.malkelapagading.com/directory/obermain
Olivia Burton Watch ,MKG-3,Lantai 1,http://images.malkelapagading.com/tenant/Olivia-Burton-Watchlogo.jpg,https://www.malkelapagading.com/directory/olivia-burton-watch
Olla Beauty Studio ,MKG-3,Basement,http://images.malkelapagading.com/tenant/Olla-Beauty-Studiologo.jpg,https://www.malkelapagading.com/directory/olla-beauty-studio
Omega ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Omegalogo.jpg,https://www.malkelapagading.com/directory/omega
One Piece Hair Studio ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/One-Piece-Salonlogo.jpg,https://www.malkelapagading.com/directory/one-piece-salon
Oppo ,MKG-1,Lantai 1,http://images.malkelapagading.com/tenant/Oppologo-84.jpg,https://www.malkelapagading.com/directory/oppo
Optik Melawai ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Optik-Melawailogo-17.jpg,https://www.malkelapagading.com/directory/optik-melawai
Optik Seis ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/Optik-Seislogo.jpg,https://www.malkelapagading.com/directory/optik-seis
Optik Seis Signature ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Optik-Seis-Signaturelogo.jpg,https://www.malkelapagading.com/directory/optik-seis-signature
Optik Tunggal ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Optik-Tunggallogo.jpg,https://www.malkelapagading.com/directory/optik-tunggal
Our Daily Dose ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Our-Daily-Doselogo1.jpg,https://www.malkelapagading.com/directory/our-daily-dose
Pan & Co ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Pan-Cologo-7.jpg,https://www.malkelapagading.com/directory/pan-and-co
Pancious ,MKG-5,Lantai Dasar,http://images.malkelapagading.com/tenant/Panciouslogo3.jpg,https://www.malkelapagading.com/directory/pancious
Panorama JTB ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/Panorama-JTBlogo2.jpg,https://www.malkelapagading.com/directory/panorama-jtb
Paperclip ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Papercliplogo.jpg,https://www.malkelapagading.com/directory/paperclip
Passion Jewelry ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/Passion-Jewelrylogo.jpg,https://www.malkelapagading.com/directory/passion-jewelry
Pastel Ma`Cik ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Pastel-Ma-Ciklogo-83.jpg,https://www.malkelapagading.com/directory/pastel-macik
PAWS Dog Dream Park ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/PAWS-Dog-Dream-Parklogo.jpg,https://www.malkelapagading.com/directory/paws-dog-dream-park
Pedro ,MKG-3,Lantai 1,http://images.malkelapagading.com/tenant/Pedrologo-84.jpg,https://www.malkelapagading.com/directory/pedro
Peggy's Laundry ,MKG-3,Basement,http://images.malkelapagading.com/tenant/Peggys-Laundrylogo1.jpg,https://www.malkelapagading.com/directory/peggys-laundry
Pepper Lunch ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Pepper-Lunchlogo.jpg,https://www.malkelapagading.com/directory/pepper-lunch
Periplus Bookstore ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Periplus-Bookstorelogo.jpg,https://www.malkelapagading.com/directory/periplus-bookstore
Petra Toys ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/Petra-Toyslogo.jpg,https://www.malkelapagading.com/directory/petra-toys
Pho BaBa ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/Pho-BaBalogo-54.jpg,https://www.malkelapagading.com/directory/pho-baba
Pietro's Gelato ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/Pietros-Gelatologo1.jpg,https://www.malkelapagading.com/directory/pietros-gelato
Pigeon ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Pigeonlogo.jpg,https://www.malkelapagading.com/directory/pigeon
Pizza Hut ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Pizza-Hutlogo.jpg,https://www.malkelapagading.com/directory/pizza-hut
Pizza Marzano ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/Pizza-Marzanologo1.jpg,https://www.malkelapagading.com/directory/pizza-express
Planet Sport ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Planet-Sportlogo.jpg,https://www.malkelapagading.com/directory/planet-sports
Polo Diesel ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/Polo-Diesellogo1.jpg,https://www.malkelapagading.com/directory/polo
Pop Cionardes ,MKG-2,Lantai 3,http://images.malkelapagading.com/tenant/Pop-Cionardeslogo.jpg,https://www.malkelapagading.com/directory/pop-cionardes
Project Soul ,MKG-3,Lantai 2,,https://www.malkelapagading.com/directory/project-soul
Pull & Bear ,MKG-3,Lantai 1,http://images.malkelapagading.com/tenant/Pull-Bearlogo.jpg,https://www.malkelapagading.com/directory/pull-and-bear
Puma ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Pumalogo.jpg,https://www.malkelapagading.com/directory/puma
Pure Laser Clinic ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/Pure-Laser-Cliniclogo.jpg,https://www.malkelapagading.com/directory/ppp-laser-clinic
PUTIEN ,MKG-5,Lantai 3,http://images.malkelapagading.com/tenant/PUTIENlogo.jpg,https://www.malkelapagading.com/directory/putien
Puyo Silky Dessert ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/Puyo-Dessertlogo.jpg,https://www.malkelapagading.com/directory/puyo-dessert
QQ Kopitiam ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/QQ-Kopitiamlogo.jpg,https://www.malkelapagading.com/directory/qq-kopitiam
R&B Tea ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/R-B-Tealogo-69.png,https://www.malkelapagading.com/directory/randb-tea
Raa Cha Suki & Barbeque ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Raa-Cha-Sukilogo.jpg,https://www.malkelapagading.com/directory/raa-cha-suki
Rabbit Land ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/Rabbit-Landlogo1.JPG,https://www.malkelapagading.com/directory/rabbit-land
Rambla ,MKG-1,Lantai 1,http://images.malkelapagading.com/tenant/Ramblalogo-15.jpg,https://www.malkelapagading.com/directory/rambla
Ramen Seirock-Ya Japan ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/Ramen-Seirock-Ya-Japanlogo-62.jpg,https://www.malkelapagading.com/directory/ramen-seirock-ya-japan
Ramen YA ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Ramen-YAlogo-43.jpg,https://www.malkelapagading.com/directory/ramen-ya
REDDOG ,MKG-5,Lantai 3,http://images.malkelapagading.com/tenant/REDDOGlogo-81.jpg,https://www.malkelapagading.com/directory/reddog
Rejuve ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Re-juvelogo.jpg,https://www.malkelapagading.com/directory/rejuve
Remboelan ,MKG-5,Lantai 1,http://images.malkelapagading.com/tenant/Remboelanlogo.jpg,https://www.malkelapagading.com/directory/remboelan
Rempah Bistro ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/Rempah-Bistrologo-58.jpg,https://www.malkelapagading.com/directory/rempah-bistro
Rica Rico Bika Ambon ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Rica-Rico-Bika-Ambonlogo.jpg,https://www.malkelapagading.com/directory/rica-rico-bika-ambon
Rotiboy ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Roti-Boylogo.jpg,https://www.malkelapagading.com/directory/roti-boy
Rubi Shoes ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Rubi-Shoeslogo-59.jpg,https://www.malkelapagading.com/directory/rubi-shoes
Rujak Kolam Medan ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Rujak-Kolam-Medanlogo.jpg,https://www.malkelapagading.com/directory/rujak-kolam-medan
Salad Stop ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Salad-Stoplogo1.jpg,https://www.malkelapagading.com/directory/salad-stop
Samsonite ,MKG-1,Lantai 1,http://images.malkelapagading.com/tenant/Samsonitelogo.jpg,https://www.malkelapagading.com/directory/samsonite
Samsung ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Samsunglogo.jpg,https://www.malkelapagading.com/directory/samsung
Samsung Accessories ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/Samsung-Accessorieslogo.jpg,https://www.malkelapagading.com/directory/samsung-accessories
Sante ,Gading Walk,Lantai Dasar,http://images.malkelapagading.com/tenant/Santilogo-80.jpg,https://www.malkelapagading.com/directory/sante
Sate Khas Senayan ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/Sate-Khas-Senayanlogo-21.jpg,https://www.malkelapagading.com/directory/sate-khas-senayan
Sate Padang Mak Syukur ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Sate-Padang-Mak-Syukurlogo.jpg,https://www.malkelapagading.com/directory/sate-padang-mak-syukur
Saturdays ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Saturdayslogo-30.jpg,https://www.malkelapagading.com/directory/saturdays
Scoop ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/Scooplogo.jpg,https://www.malkelapagading.com/directory/scoop
Sensatia Botanicals ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/Sensatia-Botanicalslogo-14.jpg,https://www.malkelapagading.com/directory/sensatia-botanicals
SEPHORA ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/SEPHORAlogo.jpg,https://www.malkelapagading.com/directory/sephora
Shaburi Japanese Shabu Shabu ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/Shaburi-Japanese-Shabu-Shabulogo.jpg,https://www.malkelapagading.com/directory/shaburi
Shambala Inner Peace Gallery ,MKG-1,Lantai 2,http://images.malkelapagading.com/tenant/Shambala-Inner-Peace-Gallerylogo1.jpg,https://www.malkelapagading.com/directory/shambala
Shihlin Taiwan Street Snack ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Shihlinlogo.jpg,https://www.malkelapagading.com/directory/shihlin-taiwan-street-snack
Simian ,MKG-3,Basement,http://images.malkelapagading.com/tenant/Simianlogo1.jpg,https://www.malkelapagading.com/directory/simian
Simply The Future Drinks ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Simply-The-Future-Drinkslogo.jpg,https://www.malkelapagading.com/directory/simply-the-future-drinks
Singapore Hainanese Chicken Rice ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Singapore-Hainanese-Chicken-Ricelogo1.jpg,https://www.malkelapagading.com/directory/singapore-hainanese-chicken-rice
Singapore Koo Kee ,MKG-5,Lantai Dasar,http://images.malkelapagading.com/tenant/Singapore-Koo-Keelogo-42.jpg,https://www.malkelapagading.com/directory/singapore-koo-kee
Skechers ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/Skecherslogo-48.jpg,https://www.malkelapagading.com/directory/skechers
SKIN+ ,,,http://images.malkelapagading.com/tenant/SKIN-logo-72.jpg,https://www.malkelapagading.com/directory/skin+
Smart Hand DIY ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Smart-Hand-DIYlogo-47.jpg,https://www.malkelapagading.com/directory/smart-hand-diy
Social Affair ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Social-Affairlogo.jpg,https://www.malkelapagading.com/directory/social-affair
SOCIOLLA ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/SOCIOLLAlogo-94.jpg,https://www.malkelapagading.com/directory/sociolla
Sogo Department Store ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Sogo-Dept-Storelogo.jpg,https://www.malkelapagading.com/directory/sogo-dept-store
Solaria ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Solarialogo.jpg,https://www.malkelapagading.com/directory/solaria
Sop Kaki Kambing Dudung Roxy ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Sop-Kaki-Kambing-Dudunglogo.jpg,https://www.malkelapagading.com/directory/sop-kaki-kambing-dudung
Soto Betawi H Mamat ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Soto-Betawi-H-Mamatlogo.jpg,https://www.malkelapagading.com/directory/soto-betawi-h-mamat
Sour Sally ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Sour-Sallylogo2.jpg,https://www.malkelapagading.com/directory/sour-sally
Staccato ,MKG-3,Lantai 1,http://images.malkelapagading.com/tenant/Staccatologo1.jpg,https://www.malkelapagading.com/directory/staccato
Star Studio ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/Star-Studiologo.jpg,https://www.malkelapagading.com/directory/star-studio
Starbucks Coffee ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Starbucks-Coffeelogo.jpg,https://www.malkelapagading.com/directory/starbucks-coffee
Steak21 Buffet ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Steak-logo1.jpg,https://www.malkelapagading.com/directory/steak21
Steamboat House ,MKG-3,Lantai 3,http://images.malkelapagading.com/tenant/Steamboat-Houselogo.jpg,https://www.malkelapagading.com/directory/steamboat-house
Steve Madden ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Steve-Maddenlogo.jpg,https://www.malkelapagading.com/directory/steve-madden
Stop N' Go ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/Stop-N-Gologo.jpg,https://www.malkelapagading.com/directory/stop-n-go
Stradivarius ,MKG-3,Lantai 1,http://images.malkelapagading.com/tenant/Stradivariuslogo.jpg,https://www.malkelapagading.com/directory/stradivarius
Stroberi ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/Stroberilogo.jpg,https://www.malkelapagading.com/directory/stroberi
Subway ,MKG-2,Lantai Dasar,http://images.malkelapagading.com/tenant/Subwaylogo-63.jpg,https://www.malkelapagading.com/directory/subway
Summer Chicks ,MKG-3,Lantai 2,http://images.malkelapagading.com/tenant/Summer-Chickslogo.jpg,https://www.malkelapagading.com/directory/summer-chicks
Surya Lestari Apotik ,MKG-1,Lantai Dasar,http://images.malkelapagading.com/tenant/Surya-Lestari-Apotiklogo1.jpg,https://www.malkelapagading.com/directory/apotik-surya-lestari
Sushi GO! ,MKG-2,Lantai 2,http://images.malkelapagading.com/tenant/Sushi-GO-logo.jpg,https://www.malkelapagading.com/directory/sushi-go
Sushi Hiro ,MKG-3,Lantai Dasar,http://images.malkelapagading.com/tenant/Sushi-Hirologo.jpg,https://www.malkelapagading.com/directory/sushi-hiro
Sushi Tei ,MKG-5,Lantai 3,http://images.malkelapagading.com/tenant/Sushi-Teilogo3.jpg,https://www.malkelapagading.com/directory/sushi-tei
Swarovski ,MKG-2,Lantai 1,http://images.malkelapagading.com/tenant/Swarovskilogo-19.png,https://www.malkelapagading.com/directory/swarovski
